Symbol,longName,industryKey,marketCap,priceToSalesTrailing12Months,currentRatio,quickRatio,revenueGrowth,grossMargins,trailingPE,forwardPE,PS_adj,pegRatio,dividendYield,earningsGrowth,profitMargins,shortPercentOfFloat,PS_ratio,company,SP500,view_x,share_x,margin exp.,earnings,rating,rating_sortable,ask_grok,stock_analysis_link,PS_adj_prior_run,change_in_PS_adj
FNB,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,No,https://x.com/search?q=%24FNB&src=typed_query&f=top,https://x.com/intent/post?text=Check%20out%20%24FNB%20unknown%20%28Rating%3A%20%29%20%40%20https%3A//algo10.com/,,,,0,https://www.google.com/search?q=For%20%24FNB%20%28unknown%29%20I%20want%20it%20to%20format%20the%20output%20with%206%20basic%20checks.%201%29%20Verify%20PS_adj%20%280%29%20is%20correct%20by%20checking%20Revenue%20Growth%20%280%25%29%2C%20Gross%20Margin%20%25%20%280%25%29%2C%20and%20Price%20to%20Sales%20%280%29.%20Note%20that%20PS_adj%20%3D%20PS%20%2A%20%281%20-%20GM%25%29%20%2A%20%281%20-%20YoYRev%25growth%29.%202%29%20Check%20sequential%20Quarter%20over%20Quarter%20growth%20to%20see%20if%20there%20is%20any%20slippage%20occurring%20in%20the%20near%20term.%203%29%20Check%20the%20Rule%20of%2040%3A%20Revenue%20Growth%20%2B%20Operating%20Margin%20should%20be%20above%2040.%204%29%20Check%20P/FCF%20%28Price%20to%20Free%20Cash%20Flow%29%20and%20compare%20to%20others%20in%20its%20peer%20group%20in%20the%20unknown%20industry.%205%29%20Check%20Insider%20Sales%20or%20Purchases%3A%20are%20insiders%20buying%20or%20selling%3F%206%29%20Check%20EV/Sales%20ratio%20and%20compare%20to%20Price%20to%20Sales%20ratio%20%280%29%20to%20see%20if%20massively%20different%2C%20which%20could%20indicate%20high%20debt.,https://stockanalysis.com/stocks/FNB/revenue,3.66,-3.66
FND,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,No,https://x.com/search?q=%24FND&src=typed_query&f=top,https://x.com/intent/post?text=Check%20out%20%24FND%20unknown%20%28Rating%3A%20%29%20%40%20https%3A//algo10.com/,,,,0,https://www.google.com/search?q=For%20%24FND%20%28unknown%29%20I%20want%20it%20to%20format%20the%20output%20with%206%20basic%20checks.%201%29%20Verify%20PS_adj%20%280%29%20is%20correct%20by%20checking%20Revenue%20Growth%20%280%25%29%2C%20Gross%20Margin%20%25%20%280%25%29%2C%20and%20Price%20to%20Sales%20%280%29.%20Note%20that%20PS_adj%20%3D%20PS%20%2A%20%281%20-%20GM%25%29%20%2A%20%281%20-%20YoYRev%25growth%29.%202%29%20Check%20sequential%20Quarter%20over%20Quarter%20growth%20to%20see%20if%20there%20is%20any%20slippage%20occurring%20in%20the%20near%20term.%203%29%20Check%20the%20Rule%20of%2040%3A%20Revenue%20Growth%20%2B%20Operating%20Margin%20should%20be%20above%2040.%204%29%20Check%20P/FCF%20%28Price%20to%20Free%20Cash%20Flow%29%20and%20compare%20to%20others%20in%20its%20peer%20group%20in%20the%20unknown%20industry.%205%29%20Check%20Insider%20Sales%20or%20Purchases%3A%20are%20insiders%20buying%20or%20selling%3F%206%29%20Check%20EV/Sales%20ratio%20and%20compare%20to%20Price%20to%20Sales%20ratio%20%280%29%20to%20see%20if%20massively%20different%2C%20which%20could%20indicate%20high%20debt.,https://stockanalysis.com/stocks/FND/revenue,1.39,-1.39
FNF,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,No,https://x.com/search?q=%24FNF&src=typed_query&f=top,https://x.com/intent/post?text=Check%20out%20%24FNF%20unknown%20%28Rating%3A%20%29%20%40%20https%3A//algo10.com/,,,,0,https://www.google.com/search?q=For%20%24FNF%20%28unknown%29%20I%20want%20it%20to%20format%20the%20output%20with%206%20basic%20checks.%201%29%20Verify%20PS_adj%20%280%29%20is%20correct%20by%20checking%20Revenue%20Growth%20%280%25%29%2C%20Gross%20Margin%20%25%20%280%25%29%2C%20and%20Price%20to%20Sales%20%280%29.%20Note%20that%20PS_adj%20%3D%20PS%20%2A%20%281%20-%20GM%25%29%20%2A%20%281%20-%20YoYRev%25growth%29.%202%29%20Check%20sequential%20Quarter%20over%20Quarter%20growth%20to%20see%20if%20there%20is%20any%20slippage%20occurring%20in%20the%20near%20term.%203%29%20Check%20the%20Rule%20of%2040%3A%20Revenue%20Growth%20%2B%20Operating%20Margin%20should%20be%20above%2040.%204%29%20Check%20P/FCF%20%28Price%20to%20Free%20Cash%20Flow%29%20and%20compare%20to%20others%20in%20its%20peer%20group%20in%20the%20unknown%20industry.%205%29%20Check%20Insider%20Sales%20or%20Purchases%3A%20are%20insiders%20buying%20or%20selling%3F%206%29%20Check%20EV/Sales%20ratio%20and%20compare%20to%20Price%20to%20Sales%20ratio%20%280%29%20to%20see%20if%20massively%20different%2C%20which%20could%20indicate%20high%20debt.,https://stockanalysis.com/stocks/FNF/revenue,0.33,-0.33
FNKO,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,No,https://x.com/search?q=%24FNKO&src=typed_query&f=top,https://x.com/intent/post?text=Check%20out%20%24FNKO%20unknown%20%28Rating%3A%20%29%20%40%20https%3A//algo10.com/,,,,0,https://www.google.com/search?q=For%20%24FNKO%20%28unknown%29%20I%20want%20it%20to%20format%20the%20output%20with%206%20basic%20checks.%201%29%20Verify%20PS_adj%20%280%29%20is%20correct%20by%20checking%20Revenue%20Growth%20%280%25%29%2C%20Gross%20Margin%20%25%20%280%25%29%2C%20and%20Price%20to%20Sales%20%280%29.%20Note%20that%20PS_adj%20%3D%20PS%20%2A%20%281%20-%20GM%25%29%20%2A%20%281%20-%20YoYRev%25growth%29.%202%29%20Check%20sequential%20Quarter%20over%20Quarter%20growth%20to%20see%20if%20there%20is%20any%20slippage%20occurring%20in%20the%20near%20term.%203%29%20Check%20the%20Rule%20of%2040%3A%20Revenue%20Growth%20%2B%20Operating%20Margin%20should%20be%20above%2040.%204%29%20Check%20P/FCF%20%28Price%20to%20Free%20Cash%20Flow%29%20and%20compare%20to%20others%20in%20its%20peer%20group%20in%20the%20unknown%20industry.%205%29%20Check%20Insider%20Sales%20or%20Purchases%3A%20are%20insiders%20buying%20or%20selling%3F%206%29%20Check%20EV/Sales%20ratio%20and%20compare%20to%20Price%20to%20Sales%20ratio%20%280%29%20to%20see%20if%20massively%20different%2C%20which%20could%20indicate%20high%20debt.,https://stockanalysis.com/stocks/FNKO/revenue,0.19,-0.19
FNLC,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,No,https://x.com/search?q=%24FNLC&src=typed_query&f=top,https://x.com/intent/post?text=Check%20out%20%24FNLC%20unknown%20%28Rating%3A%20%29%20%40%20https%3A//algo10.com/,,,,0,https://www.google.com/search?q=For%20%24FNLC%20%28unknown%29%20I%20want%20it%20to%20format%20the%20output%20with%206%20basic%20checks.%201%29%20Verify%20PS_adj%20%280%29%20is%20correct%20by%20checking%20Revenue%20Growth%20%280%25%29%2C%20Gross%20Margin%20%25%20%280%25%29%2C%20and%20Price%20to%20Sales%20%280%29.%20Note%20that%20PS_adj%20%3D%20PS%20%2A%20%281%20-%20GM%25%29%20%2A%20%281%20-%20YoYRev%25growth%29.%202%29%20Check%20sequential%20Quarter%20over%20Quarter%20growth%20to%20see%20if%20there%20is%20any%20slippage%20occurring%20in%20the%20near%20term.%203%29%20Check%20the%20Rule%20of%2040%3A%20Revenue%20Growth%20%2B%20Operating%20Margin%20should%20be%20above%2040.%204%29%20Check%20P/FCF%20%28Price%20to%20Free%20Cash%20Flow%29%20and%20compare%20to%20others%20in%20its%20peer%20group%20in%20the%20unknown%20industry.%205%29%20Check%20Insider%20Sales%20or%20Purchases%3A%20are%20insiders%20buying%20or%20selling%3F%206%29%20Check%20EV/Sales%20ratio%20and%20compare%20to%20Price%20to%20Sales%20ratio%20%280%29%20to%20see%20if%20massively%20different%2C%20which%20could%20indicate%20high%20debt.,https://stockanalysis.com/stocks/FNLC/revenue,3.55,-3.55
FNV,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,No,https://x.com/search?q=%24FNV&src=typed_query&f=top,https://x.com/intent/post?text=Check%20out%20%24FNV%20unknown%20%28Rating%3A%20%29%20%40%20https%3A//algo10.com/,,,,0,https://www.google.com/search?q=For%20%24FNV%20%28unknown%29%20I%20want%20it%20to%20format%20the%20output%20with%206%20basic%20checks.%201%29%20Verify%20PS_adj%20%280%29%20is%20correct%20by%20checking%20Revenue%20Growth%20%280%25%29%2C%20Gross%20Margin%20%25%20%280%25%29%2C%20and%20Price%20to%20Sales%20%280%29.%20Note%20that%20PS_adj%20%3D%20PS%20%2A%20%281%20-%20GM%25%29%20%2A%20%281%20-%20YoYRev%25growth%29.%202%29%20Check%20sequential%20Quarter%20over%20Quarter%20growth%20to%20see%20if%20there%20is%20any%20slippage%20occurring%20in%20the%20near%20term.%203%29%20Check%20the%20Rule%20of%2040%3A%20Revenue%20Growth%20%2B%20Operating%20Margin%20should%20be%20above%2040.%204%29%20Check%20P/FCF%20%28Price%20to%20Free%20Cash%20Flow%29%20and%20compare%20to%20others%20in%20its%20peer%20group%20in%20the%20unknown%20industry.%205%29%20Check%20Insider%20Sales%20or%20Purchases%3A%20are%20insiders%20buying%20or%20selling%3F%206%29%20Check%20EV/Sales%20ratio%20and%20compare%20to%20Price%20to%20Sales%20ratio%20%280%29%20to%20see%20if%20massively%20different%2C%20which%20could%20indicate%20high%20debt.,https://stockanalysis.com/stocks/FNV/revenue,0.35,-0.35
FOF,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,No,https://x.com/search?q=%24FOF&src=typed_query&f=top,https://x.com/intent/post?text=Check%20out%20%24FOF%20unknown%20%28Rating%3A%20%29%20%40%20https%3A//algo10.com/,,,,0,https://www.google.com/search?q=For%20%24FOF%20%28unknown%29%20I%20want%20it%20to%20format%20the%20output%20with%206%20basic%20checks.%201%29%20Verify%20PS_adj%20%280%29%20is%20correct%20by%20checking%20Revenue%20Growth%20%280%25%29%2C%20Gross%20Margin%20%25%20%280%25%29%2C%20and%20Price%20to%20Sales%20%280%29.%20Note%20that%20PS_adj%20%3D%20PS%20%2A%20%281%20-%20GM%25%29%20%2A%20%281%20-%20YoYRev%25growth%29.%202%29%20Check%20sequential%20Quarter%20over%20Quarter%20growth%20to%20see%20if%20there%20is%20any%20slippage%20occurring%20in%20the%20near%20term.%203%29%20Check%20the%20Rule%20of%2040%3A%20Revenue%20Growth%20%2B%20Operating%20Margin%20should%20be%20above%2040.%204%29%20Check%20P/FCF%20%28Price%20to%20Free%20Cash%20Flow%29%20and%20compare%20to%20others%20in%20its%20peer%20group%20in%20the%20unknown%20industry.%205%29%20Check%20Insider%20Sales%20or%20Purchases%3A%20are%20insiders%20buying%20or%20selling%3F%206%29%20Check%20EV/Sales%20ratio%20and%20compare%20to%20Price%20to%20Sales%20ratio%20%280%29%20to%20see%20if%20massively%20different%2C%20which%20could%20indicate%20high%20debt.,https://stockanalysis.com/stocks/FOF/revenue,0.0,0.0
FOR,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,No,https://x.com/search?q=%24FOR&src=typed_query&f=top,https://x.com/intent/post?text=Check%20out%20%24FOR%20unknown%20%28Rating%3A%20%29%20%40%20https%3A//algo10.com/,,,,0,https://www.google.com/search?q=For%20%24FOR%20%28unknown%29%20I%20want%20it%20to%20format%20the%20output%20with%206%20basic%20checks.%201%29%20Verify%20PS_adj%20%280%29%20is%20correct%20by%20checking%20Revenue%20Growth%20%280%25%29%2C%20Gross%20Margin%20%25%20%280%25%29%2C%20and%20Price%20to%20Sales%20%280%29.%20Note%20that%20PS_adj%20%3D%20PS%20%2A%20%281%20-%20GM%25%29%20%2A%20%281%20-%20YoYRev%25growth%29.%202%29%20Check%20sequential%20Quarter%20over%20Quarter%20growth%20to%20see%20if%20there%20is%20any%20slippage%20occurring%20in%20the%20near%20term.%203%29%20Check%20the%20Rule%20of%2040%3A%20Revenue%20Growth%20%2B%20Operating%20Margin%20should%20be%20above%2040.%204%29%20Check%20P/FCF%20%28Price%20to%20Free%20Cash%20Flow%29%20and%20compare%20to%20others%20in%20its%20peer%20group%20in%20the%20unknown%20industry.%205%29%20Check%20Insider%20Sales%20or%20Purchases%3A%20are%20insiders%20buying%20or%20selling%3F%206%29%20Check%20EV/Sales%20ratio%20and%20compare%20to%20Price%20to%20Sales%20ratio%20%280%29%20to%20see%20if%20massively%20different%2C%20which%20could%20indicate%20high%20debt.,https://stockanalysis.com/stocks/FOR/revenue,0.95,-0.95
FORM,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,No,https://x.com/search?q=%24FORM&src=typed_query&f=top,https://x.com/intent/post?text=Check%20out%20%24FORM%20unknown%20%28Rating%3A%20%29%20%40%20https%3A//algo10.com/,,,,0,https://www.google.com/search?q=For%20%24FORM%20%28unknown%29%20I%20want%20it%20to%20format%20the%20output%20with%206%20basic%20checks.%201%29%20Verify%20PS_adj%20%280%29%20is%20correct%20by%20checking%20Revenue%20Growth%20%280%25%29%2C%20Gross%20Margin%20%25%20%280%25%29%2C%20and%20Price%20to%20Sales%20%280%29.%20Note%20that%20PS_adj%20%3D%20PS%20%2A%20%281%20-%20GM%25%29%20%2A%20%281%20-%20YoYRev%25growth%29.%202%29%20Check%20sequential%20Quarter%20over%20Quarter%20growth%20to%20see%20if%20there%20is%20any%20slippage%20occurring%20in%20the%20near%20term.%203%29%20Check%20the%20Rule%20of%2040%3A%20Revenue%20Growth%20%2B%20Operating%20Margin%20should%20be%20above%2040.%204%29%20Check%20P/FCF%20%28Price%20to%20Free%20Cash%20Flow%29%20and%20compare%20to%20others%20in%20its%20peer%20group%20in%20the%20unknown%20industry.%205%29%20Check%20Insider%20Sales%20or%20Purchases%3A%20are%20insiders%20buying%20or%20selling%3F%206%29%20Check%20EV/Sales%20ratio%20and%20compare%20to%20Price%20to%20Sales%20ratio%20%280%29%20to%20see%20if%20massively%20different%2C%20which%20could%20indicate%20high%20debt.,https://stockanalysis.com/stocks/FORM/revenue,5.37,-5.37
FORTY,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,No,https://x.com/search?q=%24FORTY&src=typed_query&f=top,https://x.com/intent/post?text=Check%20out%20%24FORTY%20unknown%20%28Rating%3A%20%29%20%40%20https%3A//algo10.com/,,,,0,https://www.google.com/search?q=For%20%24FORTY%20%28unknown%29%20I%20want%20it%20to%20format%20the%20output%20with%206%20basic%20checks.%201%29%20Verify%20PS_adj%20%280%29%20is%20correct%20by%20checking%20Revenue%20Growth%20%280%25%29%2C%20Gross%20Margin%20%25%20%280%25%29%2C%20and%20Price%20to%20Sales%20%280%29.%20Note%20that%20PS_adj%20%3D%20PS%20%2A%20%281%20-%20GM%25%29%20%2A%20%281%20-%20YoYRev%25growth%29.%202%29%20Check%20sequential%20Quarter%20over%20Quarter%20growth%20to%20see%20if%20there%20is%20any%20slippage%20occurring%20in%20the%20near%20term.%203%29%20Check%20the%20Rule%20of%2040%3A%20Revenue%20Growth%20%2B%20Operating%20Margin%20should%20be%20above%2040.%204%29%20Check%20P/FCF%20%28Price%20to%20Free%20Cash%20Flow%29%20and%20compare%20to%20others%20in%20its%20peer%20group%20in%20the%20unknown%20industry.%205%29%20Check%20Insider%20Sales%20or%20Purchases%3A%20are%20insiders%20buying%20or%20selling%3F%206%29%20Check%20EV/Sales%20ratio%20and%20compare%20to%20Price%20to%20Sales%20ratio%20%280%29%20to%20see%20if%20massively%20different%2C%20which%20could%20indicate%20high%20debt.,https://stockanalysis.com/stocks/FORTY/revenue,0.39,-0.39
FOUR,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,No,https://x.com/search?q=%24FOUR&src=typed_query&f=top,https://x.com/intent/post?text=Check%20out%20%24FOUR%20unknown%20%28Rating%3A%20%29%20%40%20https%3A//algo10.com/,,,,0,https://www.google.com/search?q=For%20%24FOUR%20%28unknown%29%20I%20want%20it%20to%20format%20the%20output%20with%206%20basic%20checks.%201%29%20Verify%20PS_adj%20%280%29%20is%20correct%20by%20checking%20Revenue%20Growth%20%280%25%29%2C%20Gross%20Margin%20%25%20%280%25%29%2C%20and%20Price%20to%20Sales%20%280%29.%20Note%20that%20PS_adj%20%3D%20PS%20%2A%20%281%20-%20GM%25%29%20%2A%20%281%20-%20YoYRev%25growth%29.%202%29%20Check%20sequential%20Quarter%20over%20Quarter%20growth%20to%20see%20if%20there%20is%20any%20slippage%20occurring%20in%20the%20near%20term.%203%29%20Check%20the%20Rule%20of%2040%3A%20Revenue%20Growth%20%2B%20Operating%20Margin%20should%20be%20above%2040.%204%29%20Check%20P/FCF%20%28Price%20to%20Free%20Cash%20Flow%29%20and%20compare%20to%20others%20in%20its%20peer%20group%20in%20the%20unknown%20industry.%205%29%20Check%20Insider%20Sales%20or%20Purchases%3A%20are%20insiders%20buying%20or%20selling%3F%206%29%20Check%20EV/Sales%20ratio%20and%20compare%20to%20Price%20to%20Sales%20ratio%20%280%29%20to%20see%20if%20massively%20different%2C%20which%20could%20indicate%20high%20debt.,https://stockanalysis.com/stocks/FOUR/revenue,0.5,-0.5
FOX,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,Yes,https://x.com/search?q=%24FOX&src=typed_query&f=top,https://x.com/intent/post?text=Check%20out%20%24FOX%20unknown%20%28Rating%3A%20%29%20%40%20https%3A//algo10.com/,,,,0,https://www.google.com/search?q=For%20%24FOX%20%28unknown%29%20I%20want%20it%20to%20format%20the%20output%20with%206%20basic%20checks.%201%29%20Verify%20PS_adj%20%280%29%20is%20correct%20by%20checking%20Revenue%20Growth%20%280%25%29%2C%20Gross%20Margin%20%25%20%280%25%29%2C%20and%20Price%20to%20Sales%20%280%29.%20Note%20that%20PS_adj%20%3D%20PS%20%2A%20%281%20-%20GM%25%29%20%2A%20%281%20-%20YoYRev%25growth%29.%202%29%20Check%20sequential%20Quarter%20over%20Quarter%20growth%20to%20see%20if%20there%20is%20any%20slippage%20occurring%20in%20the%20near%20term.%203%29%20Check%20the%20Rule%20of%2040%3A%20Revenue%20Growth%20%2B%20Operating%20Margin%20should%20be%20above%2040.%204%29%20Check%20P/FCF%20%28Price%20to%20Free%20Cash%20Flow%29%20and%20compare%20to%20others%20in%20its%20peer%20group%20in%20the%20unknown%20industry.%205%29%20Check%20Insider%20Sales%20or%20Purchases%3A%20are%20insiders%20buying%20or%20selling%3F%206%29%20Check%20EV/Sales%20ratio%20and%20compare%20to%20Price%20to%20Sales%20ratio%20%280%29%20to%20see%20if%20massively%20different%2C%20which%20could%20indicate%20high%20debt.,https://stockanalysis.com/stocks/FOX/revenue,1.36,-1.36
FOXA,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,Yes,https://x.com/search?q=%24FOXA&src=typed_query&f=top,https://x.com/intent/post?text=Check%20out%20%24FOXA%20unknown%20%28Rating%3A%20%29%20%40%20https%3A//algo10.com/,,,,0,https://www.google.com/search?q=For%20%24FOXA%20%28unknown%29%20I%20want%20it%20to%20format%20the%20output%20with%206%20basic%20checks.%201%29%20Verify%20PS_adj%20%280%29%20is%20correct%20by%20checking%20Revenue%20Growth%20%280%25%29%2C%20Gross%20Margin%20%25%20%280%25%29%2C%20and%20Price%20to%20Sales%20%280%29.%20Note%20that%20PS_adj%20%3D%20PS%20%2A%20%281%20-%20GM%25%29%20%2A%20%281%20-%20YoYRev%25growth%29.%202%29%20Check%20sequential%20Quarter%20over%20Quarter%20growth%20to%20see%20if%20there%20is%20any%20slippage%20occurring%20in%20the%20near%20term.%203%29%20Check%20the%20Rule%20of%2040%3A%20Revenue%20Growth%20%2B%20Operating%20Margin%20should%20be%20above%2040.%204%29%20Check%20P/FCF%20%28Price%20to%20Free%20Cash%20Flow%29%20and%20compare%20to%20others%20in%20its%20peer%20group%20in%20the%20unknown%20industry.%205%29%20Check%20Insider%20Sales%20or%20Purchases%3A%20are%20insiders%20buying%20or%20selling%3F%206%29%20Check%20EV/Sales%20ratio%20and%20compare%20to%20Price%20to%20Sales%20ratio%20%280%29%20to%20see%20if%20massively%20different%2C%20which%20could%20indicate%20high%20debt.,https://stockanalysis.com/stocks/FOXA/revenue,1.52,-1.52
FOXF,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,No,https://x.com/search?q=%24FOXF&src=typed_query&f=top,https://x.com/intent/post?text=Check%20out%20%24FOXF%20unknown%20%28Rating%3A%20%29%20%40%20https%3A//algo10.com/,,,,0,https://www.google.com/search?q=For%20%24FOXF%20%28unknown%29%20I%20want%20it%20to%20format%20the%20output%20with%206%20basic%20checks.%201%29%20Verify%20PS_adj%20%280%29%20is%20correct%20by%20checking%20Revenue%20Growth%20%280%25%29%2C%20Gross%20Margin%20%25%20%280%25%29%2C%20and%20Price%20to%20Sales%20%280%29.%20Note%20that%20PS_adj%20%3D%20PS%20%2A%20%281%20-%20GM%25%29%20%2A%20%281%20-%20YoYRev%25growth%29.%202%29%20Check%20sequential%20Quarter%20over%20Quarter%20growth%20to%20see%20if%20there%20is%20any%20slippage%20occurring%20in%20the%20near%20term.%203%29%20Check%20the%20Rule%20of%2040%3A%20Revenue%20Growth%20%2B%20Operating%20Margin%20should%20be%20above%2040.%204%29%20Check%20P/FCF%20%28Price%20to%20Free%20Cash%20Flow%29%20and%20compare%20to%20others%20in%20its%20peer%20group%20in%20the%20unknown%20industry.%205%29%20Check%20Insider%20Sales%20or%20Purchases%3A%20are%20insiders%20buying%20or%20selling%3F%206%29%20Check%20EV/Sales%20ratio%20and%20compare%20to%20Price%20to%20Sales%20ratio%20%280%29%20to%20see%20if%20massively%20different%2C%20which%20could%20indicate%20high%20debt.,https://stockanalysis.com/stocks/FOXF/revenue,0.32,-0.32
FPH,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,No,https://x.com/search?q=%24FPH&src=typed_query&f=top,https://x.com/intent/post?text=Check%20out%20%24FPH%20unknown%20%28Rating%3A%20%29%20%40%20https%3A//algo10.com/,,,,0,https://www.google.com/search?q=For%20%24FPH%20%28unknown%29%20I%20want%20it%20to%20format%20the%20output%20with%206%20basic%20checks.%201%29%20Verify%20PS_adj%20%280%29%20is%20correct%20by%20checking%20Revenue%20Growth%20%280%25%29%2C%20Gross%20Margin%20%25%20%280%25%29%2C%20and%20Price%20to%20Sales%20%280%29.%20Note%20that%20PS_adj%20%3D%20PS%20%2A%20%281%20-%20GM%25%29%20%2A%20%281%20-%20YoYRev%25growth%29.%202%29%20Check%20sequential%20Quarter%20over%20Quarter%20growth%20to%20see%20if%20there%20is%20any%20slippage%20occurring%20in%20the%20near%20term.%203%29%20Check%20the%20Rule%20of%2040%3A%20Revenue%20Growth%20%2B%20Operating%20Margin%20should%20be%20above%2040.%204%29%20Check%20P/FCF%20%28Price%20to%20Free%20Cash%20Flow%29%20and%20compare%20to%20others%20in%20its%20peer%20group%20in%20the%20unknown%20industry.%205%29%20Check%20Insider%20Sales%20or%20Purchases%3A%20are%20insiders%20buying%20or%20selling%3F%206%29%20Check%20EV/Sales%20ratio%20and%20compare%20to%20Price%20to%20Sales%20ratio%20%280%29%20to%20see%20if%20massively%20different%2C%20which%20could%20indicate%20high%20debt.,https://stockanalysis.com/stocks/FPH/revenue,3.76,-3.76
FPI,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,No,https://x.com/search?q=%24FPI&src=typed_query&f=top,https://x.com/intent/post?text=Check%20out%20%24FPI%20unknown%20%28Rating%3A%20%29%20%40%20https%3A//algo10.com/,,,,0,https://www.google.com/search?q=For%20%24FPI%20%28unknown%29%20I%20want%20it%20to%20format%20the%20output%20with%206%20basic%20checks.%201%29%20Verify%20PS_adj%20%280%29%20is%20correct%20by%20checking%20Revenue%20Growth%20%280%25%29%2C%20Gross%20Margin%20%25%20%280%25%29%2C%20and%20Price%20to%20Sales%20%280%29.%20Note%20that%20PS_adj%20%3D%20PS%20%2A%20%281%20-%20GM%25%29%20%2A%20%281%20-%20YoYRev%25growth%29.%202%29%20Check%20sequential%20Quarter%20over%20Quarter%20growth%20to%20see%20if%20there%20is%20any%20slippage%20occurring%20in%20the%20near%20term.%203%29%20Check%20the%20Rule%20of%2040%3A%20Revenue%20Growth%20%2B%20Operating%20Margin%20should%20be%20above%2040.%204%29%20Check%20P/FCF%20%28Price%20to%20Free%20Cash%20Flow%29%20and%20compare%20to%20others%20in%20its%20peer%20group%20in%20the%20unknown%20industry.%205%29%20Check%20Insider%20Sales%20or%20Purchases%3A%20are%20insiders%20buying%20or%20selling%3F%206%29%20Check%20EV/Sales%20ratio%20and%20compare%20to%20Price%20to%20Sales%20ratio%20%280%29%20to%20see%20if%20massively%20different%2C%20which%20could%20indicate%20high%20debt.,https://stockanalysis.com/stocks/FPI/revenue,8.51,-8.51
FPS,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,No,https://x.com/search?q=%24FPS&src=typed_query&f=top,https://x.com/intent/post?text=Check%20out%20%24FPS%20unknown%20%28Rating%3A%20%29%20%40%20https%3A//algo10.com/,,,,0,https://www.google.com/search?q=For%20%24FPS%20%28unknown%29%20I%20want%20it%20to%20format%20the%20output%20with%206%20basic%20checks.%201%29%20Verify%20PS_adj%20%280%29%20is%20correct%20by%20checking%20Revenue%20Growth%20%280%25%29%2C%20Gross%20Margin%20%25%20%280%25%29%2C%20and%20Price%20to%20Sales%20%280%29.%20Note%20that%20PS_adj%20%3D%20PS%20%2A%20%281%20-%20GM%25%29%20%2A%20%281%20-%20YoYRev%25growth%29.%202%29%20Check%20sequential%20Quarter%20over%20Quarter%20growth%20to%20see%20if%20there%20is%20any%20slippage%20occurring%20in%20the%20near%20term.%203%29%20Check%20the%20Rule%20of%2040%3A%20Revenue%20Growth%20%2B%20Operating%20Margin%20should%20be%20above%2040.%204%29%20Check%20P/FCF%20%28Price%20to%20Free%20Cash%20Flow%29%20and%20compare%20to%20others%20in%20its%20peer%20group%20in%20the%20unknown%20industry.%205%29%20Check%20Insider%20Sales%20or%20Purchases%3A%20are%20insiders%20buying%20or%20selling%3F%206%29%20Check%20EV/Sales%20ratio%20and%20compare%20to%20Price%20to%20Sales%20ratio%20%280%29%20to%20see%20if%20massively%20different%2C%20which%20could%20indicate%20high%20debt.,https://stockanalysis.com/stocks/FPS/revenue,-0.28,0.28
